review_id,score,comment,reviewer_id,reviewee_id,l_id,create_at,is_deleted
85,5,物品狀況很好，使用起來很方便，謝謝出借！,2989,7569,369,2025-11-24 10:42,False
86,4,物主回覆很快，取還都很順利，物品也完全符合需求。,1000,7010,460,2025-11-24 10:52,False
87,5,物主回覆很快，取還都很順利，物品也完全符合需求。,7355,6020,329,2025-11-24 11:00,False
88,4,物品狀況很好，使用起來很方便，謝謝出借！,3817,7417,186,2025-11-24 11:02,False
89,4,物主回覆很快，取還都很順利，物品也完全符合需求。,469,3053,587,2025-11-24 11:30,False
90,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7010,1000,460,2025-11-24 11:47,False
91,4,物品狀況很好，使用起來很方便，謝謝出借！,6098,2785,453,2025-11-24 12:01,False
92,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6020,7355,329,2025-11-24 12:09,False
93,5,物主回覆很快，取還都很順利，物品也完全符合需求。,3048,6749,114,2025-11-24 12:54,False
94,4,物品狀況很好，使用起來很方便，謝謝出借！,6594,9604,396,2025-11-24 13:23,False
95,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7569,2989,369,2025-11-24 13:29,False
96,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5279,6353,250,2025-11-24 14:13,False
97,4,物品狀況很好，使用起來很方便，謝謝出借！,6172,3261,167,2025-11-24 14:31,False
98,5,物品狀況很好，使用起來很方便，謝謝出借！,4089,4647,683,2025-11-24 14:38,False
99,5,物品狀況很好，使用起來很方便，謝謝出借！,4673,710,601,2025-11-24 14:40,False
100,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,479,4583,455,2025-11-24 15:01,False
101,5,物品狀況很好，使用起來很方便，謝謝出借！,3048,5839,84,2025-11-24 15:21,False
102,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4225,8372,206,2025-11-24 15:21,False
103,5,物主回覆很快，取還都很順利，物品也完全符合需求。,5568,8890,62,2025-11-24 15:33,False
104,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6749,3048,114,2025-11-24 15:39,False
105,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3053,469,587,2025-11-24 15:46,False
106,4,物品狀況很好，使用起來很方便，謝謝出借！,3881,6207,437,2025-11-24 16:32,False
107,4,物品狀況很好，使用起來很方便，謝謝出借！,8372,4225,206,2025-11-24 17:06,False
108,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4647,4089,683,2025-11-24 18:10,False
109,5,物品狀況很好，使用起來很方便，謝謝出借！,6498,4442,586,2025-11-24 18:15,False
110,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2940,884,588,2025-11-24 18:41,False
111,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8129,7611,134,2025-11-24 20:21,False
112,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1725,4431,549,2025-11-24 20:25,False
113,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7417,3817,186,2025-11-24 20:29,False
114,4,物主回覆很快，取還都很順利，物品也完全符合需求。,884,2940,588,2025-11-24 20:39,False
115,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9604,6594,396,2025-11-24 21:22,False
116,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3960,2596,641,2025-11-24 21:43,False
117,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8890,5568,62,2025-11-24 22:19,False
118,5,物主回覆很快，取還都很順利，物品也完全符合需求。,2146,6681,528,2025-11-24 22:55,False
119,5,物品狀況很好，使用起來很方便，謝謝出借！,4089,3065,628,2025-11-24 23:45,False
120,4,物品狀況很好，使用起來很方便，謝謝出借！,7611,8129,134,2025-11-24 23:51,False
121,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5839,3048,84,2025-11-24 23:56,False
122,5,物品狀況很好，使用起來很方便，謝謝出借！,4431,1725,549,2025-11-25 00:05,False
123,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2698,5264,12,2025-11-25 00:11,False
124,5,物品狀況很好，使用起來很方便，謝謝出借！,2596,3960,641,2025-11-25 00:12,False
125,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4442,6498,586,2025-11-25 00:40,False
126,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3065,4089,628,2025-11-25 01:01,False
127,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4894,4566,705,2025-11-25 01:23,False
128,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8547,7721,273,2025-11-25 01:35,False
129,4,物主回覆很快，取還都很順利，物品也完全符合需求。,4566,4894,705,2025-11-25 01:51,False
130,3,物品狀況很好，使用起來很方便，謝謝出借！,4852,9412,78,2025-11-25 02:34,False
131,5,物主回覆很快，取還都很順利，物品也完全符合需求。,7721,8547,273,2025-11-25 02:48,False
132,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6681,2146,528,2025-11-25 02:49,False
133,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7112,3401,123,2025-11-25 03:14,False
134,5,物品狀況很好，使用起來很方便，謝謝出借！,9706,9163,55,2025-11-25 03:21,False
135,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9163,9706,55,2025-11-25 04:01,False
136,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,825,4431,539,2025-11-25 04:59,False
137,5,物品狀況很好，使用起來很方便，謝謝出借！,5513,4531,51,2025-11-25 05:49,False
138,4,物品狀況很好，使用起來很方便，謝謝出借！,4646,514,424,2025-11-25 06:11,False
139,3,物品狀況很好，使用起來很方便，謝謝出借！,5788,2877,248,2025-11-25 06:23,False
140,2,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9412,4852,78,2025-11-25 06:24,False
141,4,物主回覆很快，取還都很順利，物品也完全符合需求。,9003,544,106,2025-11-25 07:38,False
142,2,物品狀況很好，使用起來很方便，謝謝出借！,3116,8751,855,2025-11-25 08:48,False
143,5,物主回覆很快，取還都很順利，物品也完全符合需求。,9827,8492,906,2025-11-25 08:50,False
144,5,物主回覆很快，取還都很順利，物品也完全符合需求。,4431,825,539,2025-11-25 09:00,False
145,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8751,3116,855,2025-11-25 09:08,False
146,5,物品狀況很好，使用起來很方便，謝謝出借！,5264,2698,12,2025-11-25 09:22,False
147,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8492,9827,906,2025-11-25 09:30,False
148,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2877,5788,248,2025-11-25 09:32,False
149,4,物品狀況很好，使用起來很方便，謝謝出借！,1634,18,263,2025-11-25 09:39,False
150,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,544,9003,106,2025-11-25 09:46,False
151,4,物主回覆很快，取還都很順利，物品也完全符合需求。,5477,8707,375,2025-11-25 10:27,False
152,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9627,7613,226,2025-11-25 10:49,False
153,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,18,1634,263,2025-11-25 10:54,False
154,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,514,4646,424,2025-11-25 10:59,False
155,3,物主回覆很快，取還都很順利，物品也完全符合需求。,7613,9627,226,2025-11-25 11:03,False
156,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4531,5513,51,2025-11-25 11:31,False
157,4,物主回覆很快，取還都很順利，物品也完全符合需求。,3401,7112,123,2025-11-25 11:34,False
158,4,物主回覆很快，取還都很順利，物品也完全符合需求。,9214,4188,477,2025-11-25 11:40,False
159,5,物主回覆很快，取還都很順利，物品也完全符合需求。,5168,81,793,2025-11-25 12:23,False
160,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,626,8295,412,2025-11-25 13:01,False
161,4,物品狀況很好，使用起來很方便，謝謝出借！,3048,562,88,2025-11-25 13:51,False
162,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2879,6103,119,2025-11-25 13:52,False
163,4,物主回覆很快，取還都很順利，物品也完全符合需求。,4678,2598,196,2025-11-25 13:58,False
164,4,物品狀況很好，使用起來很方便，謝謝出借！,1155,1224,814,2025-11-25 14:08,False
165,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8182,1260,775,2025-11-25 14:11,False
166,5,物主回覆很快，取還都很順利，物品也完全符合需求。,8295,626,412,2025-11-25 14:12,False
167,5,物主回覆很快，取還都很順利，物品也完全符合需求。,8340,8434,373,2025-11-25 15:01,False
168,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1224,1155,814,2025-11-25 16:55,False
169,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4188,9214,477,2025-11-25 17:01,False
170,5,物品狀況很好，使用起來很方便，謝謝出借！,9295,2213,259,2025-11-25 17:05,False
171,2,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8434,8340,373,2025-11-25 17:08,False
172,4,物品狀況很好，使用起來很方便，謝謝出借！,8871,8022,20,2025-11-25 18:30,False
173,2,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2598,4678,196,2025-11-25 19:11,False
174,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8707,5477,375,2025-11-25 19:19,False
175,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,81,5168,793,2025-11-25 19:28,False
176,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8022,8871,20,2025-11-25 20:36,False
177,4,物品狀況很好，使用起來很方便，謝謝出借！,1260,8182,775,2025-11-25 20:58,False
178,4,物品狀況很好，使用起來很方便，謝謝出借！,4123,7214,604,2025-11-25 20:59,False
179,4,物主回覆很快，取還都很順利，物品也完全符合需求。,6433,757,67,2025-11-25 21:00,False
180,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9554,2775,104,2025-11-25 21:00,False
181,4,物主回覆很快，取還都很順利，物品也完全符合需求。,6103,2879,119,2025-11-25 21:05,False
182,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7214,4123,604,2025-11-25 21:21,False
183,5,物主回覆很快，取還都很順利，物品也完全符合需求。,2775,9554,104,2025-11-25 21:25,False
184,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,757,6433,67,2025-11-25 21:27,False
185,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2213,9295,259,2025-11-25 21:35,False
186,5,物主回覆很快，取還都很順利，物品也完全符合需求。,3685,5146,987,2025-11-25 22:41,False
187,4,物品狀況很好，使用起來很方便，謝謝出借！,4256,6433,381,2025-11-25 23:07,False
188,4,物主回覆很快，取還都很順利，物品也完全符合需求。,233,6676,306,2025-11-25 23:44,False
189,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,562,3048,88,2025-11-25 23:49,False
190,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6676,233,306,2025-11-26 00:06,False
191,4,物品狀況很好，使用起來很方便，謝謝出借！,1002,6921,497,2025-11-26 00:16,False
192,5,物品狀況很好，使用起來很方便，謝謝出借！,3401,5906,81,2025-11-26 00:21,False
193,2,物品狀況很好，使用起來很方便，謝謝出借！,7823,2652,836,2025-11-26 00:26,False
194,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5146,3685,987,2025-11-26 00:56,False
195,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9183,6594,370,2025-11-26 01:09,False
196,4,物品狀況很好，使用起來很方便，謝謝出借！,6594,9183,370,2025-11-26 01:18,False
197,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4331,6433,137,2025-11-26 01:38,False
198,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5906,3401,81,2025-11-26 01:44,False
199,5,物主回覆很快，取還都很順利，物品也完全符合需求。,5663,312,182,2025-11-26 01:49,False
200,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6921,1002,497,2025-11-26 02:41,False
201,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,312,5663,182,2025-11-26 02:43,False
202,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8313,9714,38,2025-11-26 05:05,False
203,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6433,4256,381,2025-11-26 06:08,False
204,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8683,2312,678,2025-11-26 06:58,False
205,4,物品狀況很好，使用起來很方便，謝謝出借！,6184,8283,696,2025-11-26 07:00,False
206,5,物品狀況很好，使用起來很方便，謝謝出借！,1488,5796,557,2025-11-26 08:01,False
207,5,物主回覆很快，取還都很順利，物品也完全符合需求。,6433,4331,137,2025-11-26 08:19,False
208,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8979,8850,774,2025-11-26 08:26,False
209,4,物主回覆很快，取還都很順利，物品也完全符合需求。,2312,8683,678,2025-11-26 08:45,False
210,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8283,6184,696,2025-11-26 09:05,False
211,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9139,8770,786,2025-11-26 09:26,False
212,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1196,3360,729,2025-11-26 09:42,False
213,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4902,9050,924,2025-11-26 09:52,False
214,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2652,7823,836,2025-11-26 10:26,False
215,4,物主回覆很快，取還都很順利，物品也完全符合需求。,2101,4769,427,2025-11-26 10:29,False
216,2,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5950,9054,395,2025-11-26 11:15,False
217,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5796,1488,557,2025-11-26 11:47,False
218,5,物品狀況很好，使用起來很方便，謝謝出借！,9714,8313,38,2025-11-26 12:08,False
219,4,物品狀況很好，使用起來很方便，謝謝出借！,5876,1508,791,2025-11-26 12:19,False
220,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2388,1667,450,2025-11-26 12:27,False
221,4,物主回覆很快，取還都很順利，物品也完全符合需求。,8850,8979,774,2025-11-26 12:28,False
222,5,物品狀況很好，使用起來很方便，謝謝出借！,8770,9139,786,2025-11-26 13:15,False
223,4,物主回覆很快，取還都很順利，物品也完全符合需求。,3360,1196,729,2025-11-26 13:50,False
224,4,物主回覆很快，取還都很順利，物品也完全符合需求。,4566,6035,693,2025-11-26 14:12,False
225,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1275,7393,70,2025-11-26 14:17,False
226,5,物主回覆很快，取還都很順利，物品也完全符合需求。,1667,2388,450,2025-11-26 14:18,False
227,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6138,1325,166,2025-11-26 14:24,False
228,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1508,5876,791,2025-11-26 14:39,False
229,5,物品狀況很好，使用起來很方便，謝謝出借！,9102,573,91,2025-11-26 14:53,False
230,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3659,3074,663,2025-11-26 15:10,False
231,5,物品狀況很好，使用起來很方便，謝謝出借！,9050,4902,924,2025-11-26 15:15,False
232,4,物主回覆很快，取還都很順利，物品也完全符合需求。,9054,421,405,2025-11-26 15:20,False
233,4,物品狀況很好，使用起來很方便，謝謝出借！,5696,7791,605,2025-11-26 15:42,False
234,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2344,9706,99,2025-11-26 15:56,False
235,5,物主回覆很快，取還都很順利，物品也完全符合需求。,9706,2344,99,2025-11-26 16:10,False
236,5,物主回覆很快，取還都很順利，物品也完全符合需求。,7393,1275,70,2025-11-26 16:19,False
237,2,物品狀況很好，使用起來很方便，謝謝出借！,3074,3659,663,2025-11-26 16:21,False
238,4,物品狀況很好，使用起來很方便，謝謝出借！,7158,7622,484,2025-11-26 16:25,False
239,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,421,9054,405,2025-11-26 16:28,False
240,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2944,5216,158,2025-11-26 17:12,False
241,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5242,3187,840,2025-11-26 17:20,False
242,4,物品狀況很好，使用起來很方便，謝謝出借！,9054,5950,395,2025-11-26 17:21,False
243,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1112,989,33,2025-11-26 17:34,False
244,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,573,9102,91,2025-11-26 17:35,False
245,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6014,469,551,2025-11-26 17:52,False
246,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,830,8692,66,2025-11-26 17:58,False
247,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,653,2488,633,2025-11-26 18:00,False
248,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6987,2398,718,2025-11-26 18:07,False
249,5,物品狀況很好，使用起來很方便，謝謝出借！,9273,6464,719,2025-11-26 18:10,False
250,5,物品狀況很好，使用起來很方便，謝謝出借！,2488,653,633,2025-11-26 18:44,False
251,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6035,4566,693,2025-11-26 18:50,False
252,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3669,7265,885,2025-11-26 19:07,False
253,2,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7791,5696,605,2025-11-26 19:19,False
254,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4769,2101,427,2025-11-26 19:20,False
255,4,物品狀況很好，使用起來很方便，謝謝出借！,7265,3669,885,2025-11-26 19:36,False
256,5,物主回覆很快，取還都很順利，物品也完全符合需求。,4746,3955,612,2025-11-26 19:42,False
257,2,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6464,9273,719,2025-11-26 20:16,False
258,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6649,3401,113,2025-11-26 20:53,False
259,4,物品狀況很好，使用起來很方便，謝謝出借！,1325,6138,166,2025-11-26 21:05,False
260,5,物品狀況很好，使用起來很方便，謝謝出借！,989,1112,33,2025-11-26 21:09,False
261,5,物主回覆很快，取還都很順利，物品也完全符合需求。,3187,5242,840,2025-11-26 21:30,False
262,4,物主回覆很快，取還都很順利，物品也完全符合需求。,5216,2944,158,2025-11-26 21:51,False
263,5,物主回覆很快，取還都很順利，物品也完全符合需求。,8692,830,66,2025-11-26 21:56,False
264,4,物主回覆很快，取還都很順利，物品也完全符合需求。,2398,6987,718,2025-11-26 22:02,False
265,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6995,1470,1080,2025-11-26 22:20,False
266,5,物品狀況很好，使用起來很方便，謝謝出借！,3200,5946,41,2025-11-26 23:57,False
