r_id,is_deleted,create_at,m_id
129,False,2025-11-01 23:30,7392
130,False,2025-11-02 00:02,3327
131,False,2025-11-02 00:13,5264
132,False,2025-11-02 00:17,8369
133,False,2025-11-02 00:57,4440
134,False,2025-11-02 01:06,7410
135,False,2025-11-02 01:07,2946
136,False,2025-11-02 01:20,2623
137,False,2025-11-02 01:38,2109
138,False,2025-11-02 01:57,3546
139,False,2025-11-02 02:03,5391
140,False,2025-11-02 02:36,1298
141,False,2025-11-02 02:58,8962
142,False,2025-11-02 03:01,2243
143,False,2025-11-02 03:04,8690
144,False,2025-11-02 03:09,684
145,False,2025-11-02 03:40,1050
146,False,2025-11-02 03:52,279
147,False,2025-11-02 03:53,7724
148,False,2025-11-02 03:56,4028
149,False,2025-11-02 04:02,3404
150,False,2025-11-02 04:09,2685
151,False,2025-11-02 04:18,8615
152,False,2025-11-02 04:33,6272
153,False,2025-11-02 06:07,3054
154,False,2025-11-02 06:20,721
155,False,2025-11-02 07:02,9135
156,False,2025-11-02 07:14,5301
157,False,2025-11-02 07:18,9373
158,False,2025-11-02 07:21,5540
159,False,2025-11-02 07:36,3462
160,False,2025-11-02 07:43,8637
161,False,2025-11-02 08:00,6121
162,False,2025-11-02 08:46,1677
163,False,2025-11-02 08:48,6103
164,False,2025-11-02 08:53,1572
165,False,2025-11-02 09:13,9877
166,False,2025-11-02 09:14,2921
167,False,2025-11-02 09:26,9882
168,False,2025-11-02 09:29,5477
169,False,2025-11-02 09:31,6249
170,False,2025-11-02 09:41,6127
171,False,2025-11-02 10:25,1264
172,False,2025-11-02 10:33,1359
173,False,2025-11-02 10:35,8737
174,False,2025-11-02 10:39,8969
175,False,2025-11-02 10:55,7387
176,False,2025-11-02 10:58,9663
177,False,2025-11-02 11:05,7296
178,False,2025-11-02 11:25,5378
179,False,2025-11-02 11:32,4566
180,False,2025-11-02 11:43,5006
181,False,2025-11-02 11:44,497
182,False,2025-11-02 12:10,9147
183,False,2025-11-02 12:10,3224
184,False,2025-11-02 12:20,4543
185,False,2025-11-02 12:28,7821
186,False,2025-11-02 12:44,989
187,False,2025-11-02 13:09,3355
188,False,2025-11-02 13:13,8351
189,False,2025-11-02 13:30,274
190,False,2025-11-02 13:34,7600
191,False,2025-11-02 13:39,9915
192,False,2025-11-02 13:45,6181
193,False,2025-11-02 13:51,7311
194,False,2025-11-02 14:01,2486
195,False,2025-11-02 14:02,9729
196,False,2025-11-02 14:13,1396
197,False,2025-11-02 14:16,5707
198,False,2025-11-02 14:16,1981
199,False,2025-11-02 14:17,1640
200,False,2025-11-02 14:56,4006
201,False,2025-11-02 15:01,5771
202,False,2025-11-02 15:24,4280
203,False,2025-11-02 15:40,2436
204,False,2025-11-02 16:15,209
205,False,2025-11-02 16:24,2594
206,False,2025-11-02 16:35,8442
207,False,2025-11-02 16:38,5586
208,False,2025-11-02 16:42,7425
209,False,2025-11-02 16:46,3480
210,False,2025-11-02 16:48,9045
211,False,2025-11-02 17:01,5949
212,False,2025-11-02 17:03,9443
213,False,2025-11-02 17:05,9492
214,False,2025-11-02 17:10,6620
215,False,2025-11-02 17:13,424
216,False,2025-11-02 17:43,6559
217,False,2025-11-02 17:49,816
218,False,2025-11-02 17:51,8801
219,False,2025-11-02 17:52,7354
220,False,2025-11-02 18:09,5442
221,False,2025-11-02 18:10,9264
222,False,2025-11-02 18:18,2423
223,False,2025-11-02 18:32,8794
224,False,2025-11-02 18:35,2147
225,False,2025-11-02 18:36,7575
226,False,2025-11-02 18:42,1263
227,False,2025-11-02 18:44,9409
228,False,2025-11-02 18:56,401
229,False,2025-11-02 19:02,6492
230,False,2025-11-02 19:33,3787
231,False,2025-11-02 19:41,712
232,False,2025-11-02 19:43,3937
233,False,2025-11-02 19:49,2671
234,False,2025-11-02 19:51,6308
235,False,2025-11-02 20:09,8795
236,False,2025-11-02 20:11,9295
237,False,2025-11-02 20:14,6745
238,False,2025-11-02 20:22,822
239,False,2025-11-02 20:29,5570
240,False,2025-11-02 20:32,3541
241,False,2025-11-02 21:01,4712
242,False,2025-11-02 21:08,9659
243,False,2025-11-02 21:08,8795
244,False,2025-11-02 21:08,9711
245,False,2025-11-02 21:33,2073
246,False,2025-11-02 21:41,2711
247,False,2025-11-02 21:50,9822
248,False,2025-11-02 21:54,9003
249,False,2025-11-02 21:59,5489
250,False,2025-11-02 22:20,4225
251,False,2025-11-02 22:20,5007
252,False,2025-11-02 22:23,4401
253,False,2025-11-02 22:28,6818
254,False,2025-11-02 22:31,2231
255,False,2025-11-02 22:33,2889
256,False,2025-11-02 22:45,3551
257,False,2025-11-02 22:47,5856
258,False,2025-11-02 22:51,788
259,False,2025-11-02 22:58,8849
260,False,2025-11-02 23:01,9658
261,False,2025-11-02 23:22,6391
262,False,2025-11-03 00:09,1141
263,False,2025-11-03 00:14,2412
264,False,2025-11-03 00:29,7624
265,False,2025-11-03 00:59,7040
266,False,2025-11-03 01:00,6127
267,False,2025-11-03 01:02,5727
268,False,2025-11-03 01:08,4159
269,False,2025-11-03 01:12,2772
270,False,2025-11-03 01:51,4842
271,False,2025-11-03 02:28,555
272,False,2025-11-03 02:31,3810
273,False,2025-11-03 02:46,1041
274,False,2025-11-03 02:51,9929
275,False,2025-11-03 03:22,3143
276,False,2025-11-03 03:24,6098
277,False,2025-11-03 03:38,5736
278,False,2025-11-03 03:46,8935
279,False,2025-11-03 04:02,2656
280,False,2025-11-03 04:21,5855
281,False,2025-11-03 04:24,331
282,False,2025-11-03 04:30,8270
283,False,2025-11-03 04:41,7259
284,False,2025-11-03 05:19,6177
285,False,2025-11-03 05:20,8740
286,False,2025-11-03 05:22,8793
287,False,2025-11-03 05:28,9842
288,False,2025-11-03 05:31,5748
289,False,2025-11-03 05:42,4632
290,False,2025-11-03 05:43,8412
291,False,2025-11-03 05:47,7963
292,False,2025-11-03 06:02,246
293,False,2025-11-03 06:05,2345
294,False,2025-11-03 06:06,2241
295,False,2025-11-03 06:17,9781
296,False,2025-11-03 06:36,1796
297,False,2025-11-03 07:19,8487
298,False,2025-11-03 07:47,7073
299,False,2025-11-03 07:55,8938
300,False,2025-11-03 08:17,2091
301,False,2025-11-03 08:21,6277
302,False,2025-11-03 08:49,8553
303,False,2025-11-03 08:55,2109
304,False,2025-11-03 08:56,172
305,False,2025-11-03 09:08,5638
306,False,2025-11-03 09:11,302
307,False,2025-11-03 09:16,1860
308,False,2025-11-03 09:23,6789
309,False,2025-11-03 09:25,4549
310,False,2025-11-03 09:36,4691
311,False,2025-11-03 09:41,2405
312,False,2025-11-03 10:05,6699
313,False,2025-11-03 10:05,8982
314,False,2025-11-03 10:12,3211
315,False,2025-11-03 10:15,3108
316,False,2025-11-03 10:27,8303
317,False,2025-11-03 10:55,1054
318,False,2025-11-03 10:58,7977
319,False,2025-11-03 11:08,7386
320,False,2025-11-03 11:13,2601
321,False,2025-11-03 11:14,1703
322,False,2025-11-03 11:28,5022
323,False,2025-11-03 11:42,9349
324,False,2025-11-03 12:23,5902
325,False,2025-11-03 12:29,8901
326,False,2025-11-03 13:21,4414
327,False,2025-11-03 13:34,4453
328,False,2025-11-03 13:47,47
329,False,2025-11-03 13:50,3997
330,False,2025-11-03 14:21,6492
331,False,2025-11-03 14:25,4041
332,False,2025-11-03 14:38,5209
333,False,2025-11-03 14:39,3184
334,False,2025-11-03 15:05,5416
335,False,2025-11-03 15:13,7473
336,False,2025-11-03 15:14,2868
337,False,2025-11-03 15:21,1041
338,False,2025-11-03 15:41,1325
339,False,2025-11-03 15:49,7855
340,False,2025-11-03 15:57,703
341,False,2025-11-03 15:59,3262
342,False,2025-11-03 16:02,3326
343,False,2025-11-03 16:15,4900
344,False,2025-11-03 16:23,4193
345,False,2025-11-03 16:36,9298
346,False,2025-11-03 16:36,9128
347,False,2025-11-03 16:47,8316
348,False,2025-11-03 16:56,4085
349,False,2025-11-03 17:16,4205
350,False,2025-11-03 17:24,4019
351,False,2025-11-03 17:42,4435
352,True,2025-11-03 17:47,3251
353,False,2025-11-03 18:16,7136
354,False,2025-11-03 18:24,3929
355,False,2025-11-03 18:34,9286
356,False,2025-11-03 18:41,2838
357,False,2025-11-03 18:58,5216
358,False,2025-11-03 18:59,2296
359,False,2025-11-03 19:29,9594
360,False,2025-11-03 19:59,1499
361,False,2025-11-03 20:13,2601
362,False,2025-11-03 20:20,277
363,False,2025-11-03 20:27,4618
364,False,2025-11-03 20:37,7288
365,False,2025-11-03 20:48,371
366,False,2025-11-03 20:48,7352
367,False,2025-11-03 21:00,1528
368,False,2025-11-03 21:04,7291
369,False,2025-11-03 21:08,3814
370,False,2025-11-03 21:28,5165
371,False,2025-11-03 21:29,7072
372,False,2025-11-03 21:30,16
373,False,2025-11-03 22:03,8437
374,False,2025-11-03 22:27,8082
375,False,2025-11-03 22:31,9074
376,False,2025-11-03 22:39,9069
377,False,2025-11-03 22:42,137
378,False,2025-11-03 22:45,8666
379,False,2025-11-03 22:58,9559
380,False,2025-11-03 23:11,7828
381,False,2025-11-03 23:26,2271
382,False,2025-11-03 23:40,1155
383,False,2025-11-04 00:13,9665
384,False,2025-11-04 00:16,7581
385,False,2025-11-04 00:17,3841
386,False,2025-11-04 00:22,8520
387,False,2025-11-04 00:30,5153
388,False,2025-11-04 00:44,423
389,False,2025-11-04 00:55,121
390,False,2025-11-04 01:05,9920
391,False,2025-11-04 01:21,2454
392,False,2025-11-04 01:27,9654
393,False,2025-11-04 01:32,6129
394,False,2025-11-04 01:52,8143
395,False,2025-11-04 01:55,1070
396,False,2025-11-04 01:55,2289
397,False,2025-11-04 02:13,1769
398,False,2025-11-04 02:28,6588
399,False,2025-11-04 02:32,2503
400,False,2025-11-04 02:48,7590
401,False,2025-11-04 02:52,2723
402,False,2025-11-04 03:16,8993
403,False,2025-11-04 03:19,2024
404,False,2025-11-04 03:36,1223
405,False,2025-11-04 03:37,64
406,False,2025-11-04 03:38,8683
407,False,2025-11-04 03:50,3483
408,False,2025-11-04 04:32,7167
409,False,2025-11-04 04:39,1573
410,False,2025-11-04 05:02,7170
411,False,2025-11-04 05:04,4429
412,False,2025-11-04 05:05,7933
413,False,2025-11-04 05:09,4414
414,False,2025-11-04 05:21,8420
415,False,2025-11-04 05:27,6300
416,False,2025-11-04 05:33,935
417,False,2025-11-04 05:39,9906
418,False,2025-11-04 05:43,4428
419,False,2025-11-04 05:45,1217
420,False,2025-11-04 05:47,1253
421,False,2025-11-04 05:47,5905
422,False,2025-11-04 05:55,4967
423,False,2025-11-04 05:58,823
424,False,2025-11-04 05:59,1988
425,False,2025-11-04 06:03,9318
426,False,2025-11-04 06:04,935
427,False,2025-11-04 06:15,5764
428,False,2025-11-04 06:29,6817
429,False,2025-11-04 06:30,8819
430,False,2025-11-04 06:30,7511
431,False,2025-11-04 06:49,2843
432,False,2025-11-04 07:44,9621
433,False,2025-11-04 07:59,8639
434,False,2025-11-04 08:23,9752
435,False,2025-11-04 08:53,3997
436,False,2025-11-04 08:54,9609
437,False,2025-11-04 08:58,5530
438,False,2025-11-04 08:59,1963
439,False,2025-11-04 09:10,3152
440,False,2025-11-04 09:55,8563
441,False,2025-11-04 10:06,6206
442,False,2025-11-04 10:30,148
443,False,2025-11-04 10:55,8423
444,False,2025-11-04 10:57,3557
445,False,2025-11-04 11:12,4153
446,False,2025-11-04 11:24,6823
447,False,2025-11-04 11:45,3719
448,False,2025-11-04 12:08,8781
449,False,2025-11-04 12:33,7528
450,False,2025-11-04 12:33,4647
451,False,2025-11-04 12:52,1934
452,False,2025-11-04 12:55,632
453,False,2025-11-04 12:57,9787
454,False,2025-11-04 13:09,3971
455,False,2025-11-04 13:35,4715
456,False,2025-11-04 13:40,8608
457,False,2025-11-04 13:59,1407
458,False,2025-11-04 14:00,6997
459,False,2025-11-04 14:05,3050
460,False,2025-11-04 14:06,6812
461,False,2025-11-04 14:43,4786
462,False,2025-11-04 14:54,8364
463,False,2025-11-04 14:54,7390
464,False,2025-11-04 15:03,2445
465,False,2025-11-04 15:04,2485
466,False,2025-11-04 15:16,5831
467,False,2025-11-04 15:21,3169
468,False,2025-11-04 15:28,9848
469,False,2025-11-04 16:02,9528
470,False,2025-11-04 16:26,5586
471,False,2025-11-04 16:38,7355
472,False,2025-11-04 16:43,5460
473,False,2025-11-04 16:44,6315
474,False,2025-11-04 16:48,6182
475,False,2025-11-04 16:58,2223
476,False,2025-11-04 17:04,8613
477,False,2025-11-04 17:11,1400
478,False,2025-11-04 17:24,6580
479,False,2025-11-04 17:36,3281
480,False,2025-11-04 17:47,3074
481,False,2025-11-04 17:51,6377
482,False,2025-11-04 18:04,4569
483,False,2025-11-04 18:14,4265
484,False,2025-11-04 18:24,2775
485,False,2025-11-04 18:32,4187
486,False,2025-11-04 18:37,9744
487,False,2025-11-04 18:41,8317
488,False,2025-11-04 19:24,7501
489,False,2025-11-04 19:35,5226
490,False,2025-11-04 19:47,1539
491,False,2025-11-04 19:54,5691
492,False,2025-11-04 19:54,9569
493,False,2025-11-04 20:25,2362
494,False,2025-11-04 20:28,1079
495,False,2025-11-04 20:45,9819
496,False,2025-11-04 21:01,1404
497,False,2025-11-04 21:03,7049
498,False,2025-11-04 21:20,1386
499,False,2025-11-04 21:37,8910
500,False,2025-11-04 21:40,6356
501,False,2025-11-04 21:51,1353
502,False,2025-11-04 22:24,2808
503,False,2025-11-04 22:33,1020
504,False,2025-11-04 22:35,3411
505,False,2025-11-04 22:37,4524
506,False,2025-11-04 22:48,8304
507,False,2025-11-04 22:58,6256
508,False,2025-11-04 23:11,490
509,False,2025-11-04 23:26,5006
510,False,2025-11-04 23:29,4885
511,False,2025-11-04 23:44,6504
512,False,2025-11-05 00:21,9117
513,False,2025-11-05 00:23,2665
514,False,2025-11-05 00:27,6760
515,False,2025-11-05 00:32,4337
516,False,2025-11-05 00:39,3975
517,False,2025-11-05 01:24,6835
518,False,2025-11-05 02:03,277
519,False,2025-11-05 02:17,5258
520,False,2025-11-05 02:56,8732
521,False,2025-11-05 03:22,1693
522,False,2025-11-05 03:59,5973
523,False,2025-11-05 04:06,6207
524,False,2025-11-05 04:17,9689
525,False,2025-11-05 04:30,2615
526,False,2025-11-05 04:34,4383
527,False,2025-11-05 04:54,1544
528,False,2025-11-05 05:09,6220
529,False,2025-11-05 05:28,3915
530,False,2025-11-05 05:33,5766
531,False,2025-11-05 05:38,6647
532,False,2025-11-05 05:50,5743
533,False,2025-11-05 05:59,6982
534,False,2025-11-05 06:25,6207
535,False,2025-11-05 06:28,3706
536,False,2025-11-05 06:40,1138
537,False,2025-11-05 06:57,9384
538,False,2025-11-05 07:20,7362
539,False,2025-11-05 07:29,2565
540,False,2025-11-05 07:41,2195
541,False,2025-11-05 08:02,572
542,False,2025-11-05 08:07,1050
543,True,2025-11-05 08:08,4296
544,False,2025-11-05 08:29,3066
545,False,2025-11-05 08:36,4190
546,False,2025-11-05 08:46,2492
547,False,2025-11-05 08:52,3367
548,False,2025-11-05 09:07,7936
549,False,2025-11-05 09:08,9762
550,False,2025-11-05 09:27,3460
551,False,2025-11-05 09:35,5708
552,False,2025-11-05 09:55,3103
553,False,2025-11-05 10:05,3568
554,False,2025-11-05 10:11,2623
555,False,2025-11-05 10:32,9858
556,False,2025-11-05 10:39,2398
557,False,2025-11-05 11:07,5631
558,False,2025-11-05 11:19,634
559,False,2025-11-05 12:09,3785
560,False,2025-11-05 12:13,6681
561,False,2025-11-05 12:16,7706
562,False,2025-11-05 12:44,9838
563,False,2025-11-05 13:04,5439
564,False,2025-11-05 13:05,3504
565,False,2025-11-05 13:13,2421
566,False,2025-11-05 13:23,8681
567,False,2025-11-05 13:42,1688
568,False,2025-11-05 13:56,3792
569,False,2025-11-05 14:19,4905
570,False,2025-11-05 14:39,8376
571,False,2025-11-05 14:41,1232
572,False,2025-11-05 15:07,9563
573,False,2025-11-05 15:08,6957
574,False,2025-11-05 15:09,7350
575,False,2025-11-05 15:29,6222
576,False,2025-11-05 15:38,4147
577,False,2025-11-05 15:41,302
578,False,2025-11-05 15:55,7598
579,False,2025-11-05 16:26,8056
580,False,2025-11-05 16:27,6434
581,False,2025-11-05 16:39,2553
582,False,2025-11-05 16:41,4458
583,False,2025-11-05 17:06,3797
584,False,2025-11-05 17:14,8793
585,False,2025-11-05 17:14,1076
586,False,2025-11-05 17:23,9352
587,False,2025-11-05 17:25,8583
588,False,2025-11-05 17:41,1256
589,False,2025-11-05 17:45,59
590,False,2025-11-05 17:53,9459
591,False,2025-11-05 17:58,2665
592,False,2025-11-05 17:59,9102
593,False,2025-11-05 18:23,6191
594,False,2025-11-05 18:24,2853
595,False,2025-11-05 18:29,9714
596,False,2025-11-05 18:38,8988
597,False,2025-11-05 18:39,1529
598,False,2025-11-05 18:42,284
599,False,2025-11-05 18:50,9272
600,False,2025-11-05 18:50,7464
601,False,2025-11-05 18:52,4904
602,False,2025-11-05 19:05,4995
603,False,2025-11-05 19:06,1599
604,False,2025-11-05 19:09,7355
605,False,2025-11-05 19:19,8129
606,False,2025-11-05 19:40,4958
607,False,2025-11-05 20:40,1890
608,False,2025-11-05 20:41,4527
609,False,2025-11-05 20:54,1807
610,False,2025-11-05 20:57,2056
611,False,2025-11-05 20:59,9734
612,False,2025-11-05 21:09,1037
613,False,2025-11-05 21:13,3048
614,False,2025-11-05 21:32,1173
615,False,2025-11-05 21:40,4222
616,False,2025-11-05 21:52,8526
617,False,2025-11-05 21:57,8697
618,False,2025-11-05 22:04,495
619,False,2025-11-05 22:04,9996
620,False,2025-11-05 22:20,4084
621,False,2025-11-05 22:28,8127
622,False,2025-11-05 22:48,279
623,False,2025-11-05 22:56,657
624,False,2025-11-05 23:40,6212
625,False,2025-11-05 23:46,4632
626,False,2025-11-05 23:57,5797
627,False,2025-11-06 00:22,7750
628,False,2025-11-06 00:32,1043
629,False,2025-11-06 00:47,9420
630,False,2025-11-06 00:57,9481
631,False,2025-11-06 01:05,8655
632,False,2025-11-06 01:34,6142
633,False,2025-11-06 01:47,1229
634,False,2025-11-06 01:52,6902
635,False,2025-11-06 02:06,1926
636,False,2025-11-06 02:20,2445
637,False,2025-11-06 02:25,1881
638,False,2025-11-06 02:32,3472
639,False,2025-11-06 02:33,2554
640,False,2025-11-06 02:45,1796
641,False,2025-11-06 02:49,1368
642,False,2025-11-06 03:06,662
643,False,2025-11-06 03:12,9179
644,False,2025-11-06 03:23,8138
645,False,2025-11-06 03:31,6416
646,False,2025-11-06 03:41,3827
647,False,2025-11-06 04:37,7621
648,False,2025-11-06 04:58,9741
649,False,2025-11-06 05:02,2805
650,False,2025-11-06 05:09,6797
651,False,2025-11-06 05:40,1879
652,False,2025-11-06 06:05,234
653,False,2025-11-06 06:12,5796
654,False,2025-11-06 06:50,3585
655,False,2025-11-06 06:52,9737
656,False,2025-11-06 06:54,7637
657,False,2025-11-06 06:58,8551
658,False,2025-11-06 07:23,2135
659,False,2025-11-06 07:27,1943
660,False,2025-11-06 07:45,2488
661,False,2025-11-06 07:53,2646
662,False,2025-11-06 08:03,8368
663,False,2025-11-06 08:05,2685
664,False,2025-11-06 08:33,5462
665,False,2025-11-06 09:31,3360
666,False,2025-11-06 09:51,2946
667,False,2025-11-06 09:57,7919
668,False,2025-11-06 10:09,2548
669,False,2025-11-06 10:16,3210
670,False,2025-11-06 10:19,4706
671,False,2025-11-06 10:37,3868
672,False,2025-11-06 10:51,7727
673,False,2025-11-06 11:29,3844
674,False,2025-11-06 11:47,3146
675,False,2025-11-06 12:00,2129
676,False,2025-11-06 12:46,8683
677,False,2025-11-06 12:50,4612
678,False,2025-11-06 13:14,8556
679,False,2025-11-06 13:31,6048
680,False,2025-11-06 13:57,1593
681,False,2025-11-06 14:02,2166
682,False,2025-11-06 14:41,1747
683,False,2025-11-06 14:43,7280
684,False,2025-11-06 15:02,121
685,False,2025-11-06 15:03,1024
686,False,2025-11-06 15:46,3172
687,False,2025-11-06 16:01,4014
688,False,2025-11-06 16:03,2926
689,False,2025-11-06 16:06,1474
690,False,2025-11-06 16:20,6343
691,False,2025-11-06 16:33,5287
692,False,2025-11-06 16:42,5238
693,False,2025-11-06 16:44,9257
694,False,2025-11-06 16:57,7505
695,False,2025-11-06 17:19,3506
696,False,2025-11-06 17:28,9811
697,False,2025-11-06 17:28,2596
698,False,2025-11-06 17:28,5239
699,False,2025-11-06 18:14,3888
700,False,2025-11-06 18:31,9069
701,False,2025-11-06 18:36,3876
702,False,2025-11-06 18:37,8907
703,False,2025-11-06 18:38,8686
704,False,2025-11-06 19:04,7207
705,False,2025-11-06 19:14,1322
706,False,2025-11-06 19:15,4042
707,False,2025-11-06 19:27,2704
708,False,2025-11-06 19:30,2160
709,False,2025-11-06 19:42,7406
710,False,2025-11-06 19:43,4085
711,False,2025-11-06 19:43,9016
712,False,2025-11-06 19:57,4207
713,False,2025-11-06 19:59,1474
714,False,2025-11-06 20:04,3842
715,False,2025-11-06 20:20,6205
716,False,2025-11-06 20:21,5904
717,False,2025-11-06 20:45,8943
718,False,2025-11-06 21:42,4917
719,False,2025-11-06 21:48,5593
720,False,2025-11-06 21:53,5925
721,False,2025-11-06 21:57,6214
722,False,2025-11-06 22:06,9406
723,False,2025-11-06 22:16,34
724,False,2025-11-06 22:19,2373
725,False,2025-11-06 23:04,9949
726,False,2025-11-06 23:05,4518
727,False,2025-11-06 23:17,9603
728,False,2025-11-06 23:23,7050
729,False,2025-11-06 23:34,1171
730,False,2025-11-06 23:46,8451
731,False,2025-11-06 23:48,2028
732,False,2025-11-06 23:48,6403
733,False,2025-11-06 23:54,3653
734,False,2025-11-07 00:37,9912
735,False,2025-11-07 00:49,3542
736,False,2025-11-07 00:49,5499
737,False,2025-11-07 01:00,8570
738,False,2025-11-07 01:03,5719
739,False,2025-11-07 01:03,2003
740,False,2025-11-07 01:08,5879
741,False,2025-11-07 01:40,3832
742,False,2025-11-07 01:52,1486
743,False,2025-11-07 02:23,3944
744,False,2025-11-07 02:37,6916
745,False,2025-11-07 02:46,7568
746,False,2025-11-07 02:53,8805
747,False,2025-11-07 02:54,4379
748,False,2025-11-07 03:05,9321
749,False,2025-11-07 03:13,8508
750,False,2025-11-07 03:36,4083
751,False,2025-11-07 03:50,2359
752,False,2025-11-07 03:51,2006
753,False,2025-11-07 04:25,295
754,False,2025-11-07 04:26,3001
755,False,2025-11-07 04:33,1806
756,False,2025-11-07 04:56,5799
757,False,2025-11-07 05:12,3515
758,False,2025-11-07 05:17,4017
759,False,2025-11-07 05:22,7661
760,False,2025-11-07 05:42,6744
761,False,2025-11-07 05:47,2065
762,False,2025-11-07 06:02,4646
763,False,2025-11-07 06:19,3317
764,False,2025-11-07 06:20,9146
765,False,2025-11-07 06:29,5640
766,False,2025-11-07 06:31,8007
767,False,2025-11-07 06:32,5807
768,False,2025-11-07 06:41,2996
769,False,2025-11-07 06:53,5154
770,False,2025-11-07 06:54,4920
771,False,2025-11-07 07:06,6632
772,False,2025-11-07 07:06,6568
773,False,2025-11-07 07:49,6312
774,False,2025-11-07 08:03,7854
775,False,2025-11-07 08:06,7431
776,False,2025-11-07 08:12,1031
777,False,2025-11-07 08:14,7951
778,False,2025-11-07 08:25,5827
779,False,2025-11-07 08:26,8161
